names,places,links,imgs,scores,address,ranks
港汇恒隆广场,上海,https://you.ctrip.com/shopping/shanghai2/109286.html,https://dimg04.c-ctrip.com/images/1A0b12000000rmicr929F_C_220_140.jpg,4.6,上海市徐汇区虹桥路1号（华山路口）,11
上海K11购物艺术中心,上海,https://you.ctrip.com/shopping/shanghai2/1361516.html,https://dimg04.c-ctrip.com/images/0104512000a0a7f1f400C_C_220_140.jpg,4.7,上海市淮海中路300号(近黄陂南路),12
第一百货商业中心,上海,https://you.ctrip.com/shopping/shanghai2/1357471.html,https://dimg04.c-ctrip.com/images/0102n120009269jkyFBDD_C_220_140.jpg,4.5,上海市黄浦区南京东路800-830号,13
日月光中心广场,上海,https://you.ctrip.com/shopping/shanghai2/1360505.html,https://dimg04.c-ctrip.com/images/01A73120009456n8b89B0_C_220_140.jpg,4.5,徐家汇路618号（近瑞金二路）,14
上海来福士广场,上海,https://you.ctrip.com/shopping/shanghai2/1370837.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M04/99/64/CghzflS1QKSACFvoAAB0VPsejgg440_C_220_140.jpg,4.6,西藏中路268号,15
兴业太古汇,上海,https://you.ctrip.com/shopping/shanghai2/2102646.html,https://dimg04.c-ctrip.com/images/100s0y000000ml06iFD66_C_220_140.jpg,4.6,南京西路789号,16
虹桥天地,上海,https://you.ctrip.com/shopping/shanghai2/1452717.html,https://dimg04.c-ctrip.com/images/0106k120009zohvw2D6D9_C_220_140.png,4.6,"申长路688号（绍虹路旁,近虹桥火车地铁站d口）",17
第一八佰伴,上海,https://you.ctrip.com/shopping/shanghai2/1357611.html,https://dimg04.c-ctrip.com/images/0107012000927b6o41E1C_C_220_140.jpg,4.5,上海市浦东新区张杨路501号(近浦东南路),18
静安嘉里中心,上海,https://you.ctrip.com/shopping/shanghai2/1362567.html,https://dimg04.c-ctrip.com/images/100q0g0000007t4187A69_C_220_140.jpg,4.6,南京西路1515号(近静安寺地铁站6，8号口),19
上海迪士尼旗舰店（陆家嘴店）,上海,https://you.ctrip.com/shopping/shanghai2/1439991.html,https://dimg04.c-ctrip.com/images/01A0g1200065ld419F65E_C_220_140.jpg,4.5,上海市浦东新区丰和路180号,20
美罗城,上海,https://you.ctrip.com/shopping/shanghai2/1357607.html,https://dimg04.c-ctrip.com/images/1A0i1e000001fpp898BA1_C_220_140.jpg,4.6,肇嘉浜路1111号（近漕溪北路）,21
凯德虹口商业中心(虹口店),上海,https://you.ctrip.com/shopping/shanghai2/1370889.html,https://dimg04.c-ctrip.com/images/10090h00000093lxqEE13_C_220_140.jpg,4.4,西江湾路388号（近四川北路）,22
浦东嘉里城,上海,https://you.ctrip.com/shopping/shanghai2/109331.html,https://dimg04.c-ctrip.com/images/1A0b1c000001c6vk1CD06_C_220_140.jpg,4.7,花木路1378号L234a(花木路与芳甸路交叉口),23
世博源,上海,https://you.ctrip.com/shopping/shanghai2/1370860.html,https://dimg04.c-ctrip.com/images/0101p12000926deke6D0A_C_220_140.jpg,4.6,上海市浦东新区上南路168号、世博大道1368号,24
新世界大丸百货,上海,https://you.ctrip.com/shopping/shanghai2/1455233.html,https://dimg04.c-ctrip.com/images/100u0f0000007lyqv1252_C_220_140.jpg,4.6,外滩街道南京东路228号,25
虹桥南丰城,上海,https://you.ctrip.com/shopping/shanghai2/1363203.html,https://dimg04.c-ctrip.com/images/1A0g12000000rj46cB027_C_220_140.jpg,4.4,遵义路100号,26
凯德龙之梦购物中心(长宁店),上海,https://you.ctrip.com/shopping/shanghai2/1370849.html,https://dimg04.c-ctrip.com/images/100e0g0000007t5rbAE52_C_220_140.jpg,4.3,上海长宁区长宁路1018号(近凯旋路),27
大宁国际商业广场,上海,https://you.ctrip.com/shopping/shanghai2/1371078.html,https://dimg04.c-ctrip.com/images/10090h00000093lu83990_C_220_140.jpg,4.5,共和新路1878-2008号(近大宁路),28
新世界城,上海,https://you.ctrip.com/shopping/shanghai2/1357600.html,https://dimg04.c-ctrip.com/images/100d0h0000008ooiw684B_C_220_140.jpg,4.4,南京西路2-68号(近西藏中路人民广场),29
芮欧百货,上海,https://you.ctrip.com/shopping/shanghai2/1370891.html,https://dimg04.c-ctrip.com/images/100m0g0000007t5oo54CD_C_220_140.jpg,4.5,南京西路1601号,30
七宝万科广场,上海,https://you.ctrip.com/shopping/shanghai2/1455234.html,https://dimg04.c-ctrip.com/images/100u0j000000af02hEEFC_C_220_140.jpg,4.6,漕宝路3366号(漕宝路与七莘路交叉口),31
晶品CrystalGalleria,上海,https://you.ctrip.com/shopping/shanghai2/1362371.html,https://dimg04.c-ctrip.com/images/100a0g0000007t59fC204_C_220_140.jpg,4.3,愚园路68号(近南京西路，常德路),32
上海梅龙镇伊势丹百货,上海,https://you.ctrip.com/shopping/shanghai2/109318.html,https://dimg04.c-ctrip.com/images/100q0g0000007t42wB6FE_C_220_140.jpg,4.6,上海市静安区南京西路1038号梅龙镇广场内,33
上海高岛屋百货,上海,https://you.ctrip.com/shopping/shanghai2/1370828.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M04/99/60/CghzflS1QJSAMYmaAAB_LKGgopk140_C_220_140.jpg,4.4,虹桥路1438号(近玛瑙路),34
日上免税行（上海浦东国际机场T1...,上海,https://you.ctrip.com/shopping/shanghai2/18075.html,https://dimg04.c-ctrip.com/images/100a0p000000fyb0e1988_C_220_140.jpg,4.6,浦东机场迎宾大道6000号上海浦东国际机场T1航站楼,35
建投书局,上海,https://you.ctrip.com/shopping/shanghai2/1452696.html,https://dimg04.c-ctrip.com/images/100o0j000000af0n02943_C_220_140.jpg,4.7,上海市虹口区公平路18号8栋嘉昱大厦一层,36
徐家汇,上海,https://you.ctrip.com/shopping/shanghai2/1360525.html,https://dimg04.c-ctrip.com/images/1A0116000000z8d3hAB40_C_220_140.jpg,4.6,上海市徐汇区东起宛平路、西至宜山路、北起广元路、南至零陵路,37
上海第一食品商店(南京东路旗舰...,上海,https://you.ctrip.com/shopping/shanghai2/1357452.html,https://dimg04.c-ctrip.com/images/100m0h0000008opxz4D08_C_220_140.jpg,4.5,南京东路720号(近贵州路),38
宜家（上海徐汇店）,上海,https://you.ctrip.com/shopping/shanghai2/1361686.html,https://dimg04.c-ctrip.com/images/01A0g1200095hwfmx7158_C_220_140.jpg,4.5,上海市徐汇区漕溪路126号,39
乐高玩具旗舰店,上海,https://you.ctrip.com/shopping/shanghai2/1450681.html,https://dimg04.c-ctrip.com/images/100o050000000o2vhB2B5_C_220_140.jpg,4.7,上海市浦东新区迪士尼小镇内,40
青浦奥特莱斯,上海,https://you.ctrip.com/shopping/shanghai2/1370829.html,https://dimg05.c-ctrip.com/images/fd/tg/g1/M00/99/31/CghzfVS1QJWACNaGAAChOMbEJPE173_C_220_140.jpg,4.5,上海市青浦区沪青平公路2888号（嘉松中路5555号）,41
上海书城,上海,https://you.ctrip.com/shopping/shanghai2/1361981.html,https://dimg04.c-ctrip.com/images/10030h0000008osm05B3C_C_220_140.jpg,4.5,上海市黄浦区福州路465号,42
无印良品（上海淮海755旗舰店）,上海,https://you.ctrip.com/shopping/shanghai2/1447606.html,https://dimg04.c-ctrip.com/images/100t0g0000007t652F806_C_220_140.jpg,4.5,上海市黄浦区淮海中路755号,43
优衣库(上海旗舰店),上海,https://you.ctrip.com/shopping/shanghai2/1370835.html,https://dimg04.c-ctrip.com/images/10010g0000007t6lt9F65_C_220_140.jpg,4.6,上海黄浦区淮海中路887号,44
沈大成(南京东路店),上海,https://you.ctrip.com/shopping/shanghai2/1379636.html,https://dimg04.c-ctrip.com/images/100c0h0000008p9vpA121_C_220_140.jpg,4.4,南京东路636号,45
东安市场,北京,https://you.ctrip.com/shopping/beijing1/1357371.html,https://dimg04.c-ctrip.com/images/100o0h0000008uizc2BC8_C_220_140.jpg,4.6,王府井大街138号,1
西单商场,北京,https://you.ctrip.com/shopping/beijing1/1357399.html,https://dimg04.c-ctrip.com/images/100i0h0000008uh4b8A95_C_220_140.jpg,4.6,西单北大街120号(巴黎老佛爷百货南侧),2
荟聚西红门购物中心,北京,https://you.ctrip.com/shopping/beijing1/1370137.html,https://dimg06.c-ctrip.com/images/fd/tg/g2/M0A/9E/85/CghzgVS1POOAVUIZAAFHEfKkZD0037_C_220_140.jpg,4.8,北京市大兴区欣宁街15号,3
朝阳大悦城,北京,https://you.ctrip.com/shopping/beijing1/1363006.html,https://dimg04.c-ctrip.com/images/100n0h0000008uhth322B_C_220_140.jpg,4.8,朝阳北路101号(青年路与朝阳北路交叉口),4
西单大悦城,北京,https://you.ctrip.com/shopping/beijing1/108463.html,https://dimg04.c-ctrip.com/images/1A0713000000vkehrF1BC_C_220_140.jpg,4.7,西单北大街甲131号(近地铁1号线、4号线西单站),5
SOLANA蓝色港湾,北京,https://you.ctrip.com/shopping/beijing1/1362931.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M0B/87/C3/CghzgVWwtEmARsoPABLgq75TkzE957_C_220_140.jpg,4.7,朝阳公园路6号二十一世纪对面,6
世纪金源购物中心,北京,https://you.ctrip.com/shopping/beijing1/1363227.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M09/7A/99/CghzfFTSzEGAKFstAACrX9RGMXQ523_C_220_140.jpg,4.6,远大路1号(远大路与蓝靛厂中路交叉口),7
三里屯太古里,北京,https://you.ctrip.com/shopping/beijing1/1369874.html,https://dimg04.c-ctrip.com/images/fd/tg/g4/M06/3A/E6/CggYHlZ3iqKAU42oAB7-TaZMBzA288_C_220_140.jpg,4.7,朝阳区三里屯路19号(工体北路口),8
宜家家居（四元桥店）,北京,https://you.ctrip.com/shopping/beijing1/107664.html,https://dimg04.c-ctrip.com/images/100b0z000000nnqm5B2E8_C_220_140.jpg,4.6,北京市朝阳区阜通东大街59号（四元桥西北角）,9
侨福芳草地购物中心,北京,https://you.ctrip.com/shopping/beijing1/1369872.html,https://dimg04.c-ctrip.com/images/10020h0000008uj0j08C3_C_220_140.jpg,4.7,东大桥路9号(尚都SOHO对面),10
喜隆多新国际购物中心,北京,https://you.ctrip.com/shopping/beijing1/1369937.html,https://dimg04.c-ctrip.com/images/01A14120009bxjoa062DB_C_220_140.jpg,4.5,阜石路300号（近苹果园）,11
北京市百货大楼,北京,https://you.ctrip.com/shopping/beijing1/1453043.html,https://dimg04.c-ctrip.com/images/1A081700000133pue2BD1_C_220_140.jpg,4.7,王府井大街255号(东安市场对面),12
华润五彩城购物中心,北京,https://you.ctrip.com/shopping/beijing1/1362752.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/BA/0F/CghzgFSolaeANU7kAAFmQ6eSezY578_C_220_140.jpg,4.6,北京市海淀区清河中街68号,13
悠唐购物中心,北京,https://you.ctrip.com/shopping/beijing1/1369878.html,https://dimg04.c-ctrip.com/images/100n0h00000092cxz92B0_C_220_140.jpg,4.6,三丰路三丰北里2号(近朝阳门地铁站),14
金融街购物中心,北京,https://you.ctrip.com/shopping/beijing1/108346.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M06/EC/BB/CghzgVTZpzuAITOzAADcAaC-REs252_C_220_140.jpg,4.7,金城坊街2号(近太平桥大街),15
燕莎奥特莱斯购物中心,北京,https://you.ctrip.com/shopping/beijing1/108481.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M01/98/23/CghzfVTUMU2AUKzNAAA6V8c602A312_C_220_140.jpg,4.5,北京市朝阳区东四环南路9号,16
凯德MALL(西直门店),北京,https://you.ctrip.com/shopping/beijing1/1369879.html,https://dimg04.c-ctrip.com/images/100l0h0000008v4sh3F56_C_220_140.jpg,4.5,西直门外大街1号(近西直门地铁),17
东方广场,北京,https://you.ctrip.com/shopping/beijing1/108305.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/F1/72/Cghzf1TZ2oKAN8yPAACqaOyK27g256_C_220_140.jpg,4.7,东长安街1号,18
来福士中心,北京,https://you.ctrip.com/shopping/beijing1/108358.html,https://dimg04.c-ctrip.com/images/10070j000000afko27790_C_220_140.jpg,4.6,东直门南大街1号(东直门立交桥西南),19
北京apm,北京,https://you.ctrip.com/shopping/beijing1/1363146.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M05/BC/28/Cghzf1So2WeAaw7bAACGIbvRvEM957_C_220_140.jpg,4.6,王府井大街138号(近长安街),20
凤凰汇购物中心,北京,https://you.ctrip.com/shopping/beijing1/1369880.html,https://dimg04.c-ctrip.com/images/01A0f120009qsg62j7EED_C_220_140.jpg,4.7,京密路曙光西里甲5号院,21
远洋未来广场,北京,https://you.ctrip.com/shopping/beijing1/1369887.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M04/98/84/CghzflS1O1eARlUYAACsTLF8204371_C_220_140.jpg,4.7,北四环东路73号(近北京联合大学，育慧里),22
长楹天街购物中心(朝阳北路),北京,https://you.ctrip.com/shopping/beijing1/1456845.html,https://dimg04.c-ctrip.com/images/100t0f0000007k3d06432_C_220_140.jpg,4.8,北京市朝阳区朝阳北路,23
北京君太,北京,https://you.ctrip.com/shopping/beijing1/108355.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M05/EB/CD/CghzgVTZm92AZA22AAHC6L5XNGI342_C_220_140.jpg,4.7,西单北大街133号,24
西单明珠商场,北京,https://you.ctrip.com/shopping/beijing1/108391.html,https://dimg04.c-ctrip.com/images/100i0h0000008uh3z0EB6_C_220_140.jpg,4.5,北京市西城区西单广场横二条59号,25
日上免税行（北京首都国际机场T3...,北京,https://you.ctrip.com/shopping/beijing1/10518.html,https://dimg04.c-ctrip.com/images/01A3e120009fqqqtnA3E4_C_220_140.png,4.6,首都国际机场T3航站楼,26
汉光百货,北京,https://you.ctrip.com/shopping/beijing1/1369927.html,https://dimg04.c-ctrip.com/images/10060h0000008uiagE029_C_220_140.jpg,4.7,西单北大街176号(地铁西单站A出口),27
颐堤港,北京,https://you.ctrip.com/shopping/beijing1/1453047.html,https://dimg04.c-ctrip.com/images/1A05170000011d44iB511_C_220_140.jpg,4.6,酒仙桥路18号(14号线将台地铁站C出口),28
瑞蚨祥（大栅栏店）,北京,https://you.ctrip.com/shopping/beijing1/1357469.html,https://dimg04.c-ctrip.com/images/100s0h0000008ujfe64EF_C_220_140.jpg,4.7,北京市西城区大栅栏街5号,29
中关村图书大厦,北京,https://you.ctrip.com/shopping/beijing1/108500.html,https://dimg04.c-ctrip.com/images/100k0h00000092avp8B96_C_220_140.jpg,4.6,北京市海淀区北四环西路68号左岸公社1-4层,30
三联韬奋图书中心,北京,https://you.ctrip.com/shopping/beijing1/108418.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M0B/D4/75/CghzgVTYLSqADzhlAACRb8VP27o791_C_220_140.jpg,4.8,北京市东城区美术馆东街22号,31
中关村,北京,https://you.ctrip.com/shopping/beijing1/1357450.html,https://dimg04.c-ctrip.com/images/100n0h00000092cz1FE3B_C_220_140.jpg,4.5,北京市海淀区中关村,32
北京西单商业街,北京,https://you.ctrip.com/shopping/beijing1/108464.html,https://dimg04.c-ctrip.com/images/100t0h0000008ujb2E9B8_C_220_140.jpg,4.8,西城区境内,33
王府井书店(王府井店),北京,https://you.ctrip.com/shopping/beijing1/108454.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M08/9C/8D/Cghzf1TUc1aAESS5AAEhDFYb1hQ245_C_220_140.jpg,4.6,北京市东城区王府井大街218号,34
PAGE ONE书店(三里屯店),北京,https://you.ctrip.com/shopping/beijing1/1369884.html,https://dimg04.c-ctrip.com/images/01A4t120008a06tme0B45_C_220_140.jpg,4.7,北京市朝阳区三里屯路19号三里屯太古里南区S2-14a-b,35
周大福（荟聚购物中心）,北京,https://you.ctrip.com/shopping/beijing1/1449567.html,https://dimg06.c-ctrip.com/images/10030h0000008ow441D93_C_220_140.jpg,4.6,北京市大兴区欣宁大街15号荟聚西红门购物中心一层4-01-1056-SU单元,36
赛特奥莱,北京,https://you.ctrip.com/shopping/beijing1/108412.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M01/D7/31/CghzfFTYRR2AARtfAACIbD2oK-w872_C_220_140.jpg,4.5,香江北路28号(近观唐别墅),37
内联升（大栅栏店）,北京,https://you.ctrip.com/shopping/beijing1/1357489.html,https://dimg04.c-ctrip.com/images/100i0h0000008uhehBE27_C_220_140.jpg,4.7,北京市西城区大栅栏街34号,38
燕莎友谊商城(亮马桥店),北京,https://you.ctrip.com/shopping/beijing1/108482.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M03/97/30/CghzgFTULl6ABahlAADdTEI0BKk135_C_220_140.jpg,4.6,亮马桥路52号(燕莎桥东南),39
领展购物广场,北京,https://you.ctrip.com/shopping/beijing1/1369891.html,https://dimg04.c-ctrip.com/images/100714000000wxexeB9E7_C_220_140.jpg,4.6,海淀区丹棱街甲1号(近新中关购物中心),40
北辰时代生活广场,北京,https://you.ctrip.com/shopping/beijing1/108275.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/02/C7/CghzgVTa6n-AWCU0AADHSGbNVSI492_C_220_140.jpg,4.7,朝阳区安慧桥西北角(北辰购物中心南100米)时代名门,41
金源新燕莎MALL,北京,https://you.ctrip.com/shopping/beijing1/108348.html,https://dimg04.c-ctrip.com/images/01A2w1200096piqfn2A17_C_220_140.jpg,4.5,远大路1号(远大路东口),42
活力东方购物广场,北京,https://you.ctrip.com/shopping/beijing1/108339.html,https://dimg04.c-ctrip.com/images/100a1f000001g279h95B7_C_220_140.jpg,4.4,北京市朝阳区姚家园路甲1号,43
双安商场,北京,https://you.ctrip.com/shopping/beijing1/108430.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M06/D3/89/CghzgFTYHKuAYjLyAADzxitvD5o925_C_220_140.jpg,4.4,北三环西路38号（近四通桥东）,44
国瑞购物中心,北京,https://you.ctrip.com/shopping/beijing1/108324.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/EF/DB/Cghzf1TZyDmAHSFgAACC2v6THZ4182_C_220_140.jpg,4.4,崇文门外大街18号(近西花市大街),45
佛罗伦萨小镇（京津名品奥特莱斯...,天津,https://you.ctrip.com/shopping/tianjin154/20313.html,https://dimg04.c-ctrip.com/images/0103f12000arvjypaE1CB_C_220_140.jpg,4.6,中国天津市武清区前进道北侧,1
恒隆广场,天津,https://you.ctrip.com/shopping/tianjin154/1373310.html,https://dimg04.c-ctrip.com/images/10030h0000008v3hb8719_C_220_140.png,4.7,兴安路166号,2
爱琴海购物公园,天津,https://you.ctrip.com/shopping/tianjin154/1453723.html,https://dimg07.c-ctrip.com/images/100s0f0000007kphz665C_C_220_140.jpg,4.8,津滨大道160号（河东红星美凯龙后侧）,3
永旺梦乐城(中北店),天津,https://you.ctrip.com/shopping/tianjin154/1373528.html,https://dimg06.c-ctrip.com/images/10030f0000007lh8v61DE_C_220_140.jpg,4.7,阜盛道1号（近地铁2号线曹庄站）,4
永旺梦乐城(梅江店),天津,https://you.ctrip.com/shopping/tianjin154/1373333.html,https://dimg02.c-ctrip.com/images/fd/tg/g2/M07/A2/44/CghzgFS1VQ2AQzg-AABynNwNhPc744_C_220_140.jpg,4.6,友谊南路111号,5
海信广场,天津,https://you.ctrip.com/shopping/tianjin154/1373317.html,https://dimg04.c-ctrip.com/images/100k0q000000g9vot2DE3_C_220_140.jpg,4.7,解放北路188号,6
嘉里汇,天津,https://you.ctrip.com/shopping/tianjin154/1453724.html,https://dimg04.c-ctrip.com/images/100i0f0000007kq5bEAD3_C_220_140.jpg,4.8,六纬路238号(地铁9号线大王庄站C/D出口)（香格里拉大酒店旁）,7
远洋未来广场,天津,https://you.ctrip.com/shopping/tianjin154/1373342.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M06/A1/F3/Cghzf1S1VRuAPEzLAADwMti9T74752_C_220_140.jpg,4.6,新开路71号(近沃尔玛),8
汇城广场,天津,https://you.ctrip.com/shopping/tianjin154/1373697.html,https://dimg07.c-ctrip.com/images/100n0f0000007ll0xD8CA_C_220_140.jpg,4.7,天津东丽区先锋路61号,9
鹏欣水游城购物中心,天津,https://you.ctrip.com/shopping/tianjin154/1373315.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M08/9C/10/CghzflS1VO-ACsI0AADRWNGUfpA548_C_220_140.jpg,4.5,天津红桥区大丰路12-24号,10
天佑城,天津,https://you.ctrip.com/shopping/tianjin154/1373372.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M0A/A2/4A/CghzgFS1VUmALixAAACFujHI5rk922_C_220_140.jpg,4.4,南马路与西马路交口东北侧,11
新世界百货(东马路店),天津,https://you.ctrip.com/shopping/tianjin154/1373439.html,https://dimg04.c-ctrip.com/images/1007190000018e82v51DD_C_220_140.jpg,4.7,东马路138号（近东南角地铁c出口新世界百货4楼）,12
熙悦汇购物中心,天津,https://you.ctrip.com/shopping/tianjin154/1453732.html,https://dimg04.c-ctrip.com/images/100g0f0000007kn4v96A6_C_220_140.jpg,4.4,黄河道513号,13
乐宾百货,天津,https://you.ctrip.com/shopping/tianjin154/1373341.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M05/9C/22/CghzfFS1VRmAQjXMAAEVVS6r1Xg456_C_220_140.jpg,4.6,南京路128号（滨江道口）,14
伊势丹(南京路店),天津,https://you.ctrip.com/shopping/tianjin154/1373321.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M03/A2/40/CghzgFS1VPmAKXSBAACYvcnBa4g625_C_220_140.jpg,4.7,南京路108号(营口道路口),15
凯德MALL·天津湾,天津,https://you.ctrip.com/shopping/tianjin154/1373316.html,https://dimg05.c-ctrip.com/images/fd/tg/g2/M08/A1/EA/Cghzf1S1VPCAPJbVAABt1NxT9n8499_C_220_140.jpg,4.7,南北大街1号（近光华桥头）,16
天津大悦城,天津,https://you.ctrip.com/shopping/tianjin154/1373309.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M07/A1/E8/Cghzf1S1VOWAVKApAAA6TLysIYQ046_C_220_140.jpg,4.7,南门外大街2-6号(近南马路口),17
新业广场(友谊路店),天津,https://you.ctrip.com/shopping/tianjin154/1373379.html,https://dimg04.c-ctrip.com/images/01034120009q5z1006460_C_220_140.jpg,4.6,黑牛城道125号(友谊路口),18
万达广场(河东店),天津,https://you.ctrip.com/shopping/tianjin154/1373322.html,https://dimg03.c-ctrip.com/images/100v0q000000ggd9nC537_C_220_140.jpg,4.7,津滨大道53号(泰兴南路与津滨大道交叉口),19
周大福（天津六纬路嘉里中心珠宝...,天津,https://you.ctrip.com/shopping/tianjin154/1450822.html,https://dimg04.c-ctrip.com/images/100d0c0000006703nACAD_C_220_140.jpg,4.7,天津市河东区六纬路238号天津嘉里汇L1层L1018室单元,20
和平大悦城,天津,https://you.ctrip.com/shopping/tianjin154/1453736.html,https://dimg04.c-ctrip.com/images/100e0f0000007kq6f4C70_C_220_140.jpg,4.6,南京路189号,21
外交官箱包（天津机场国内厅安检...,天津,https://you.ctrip.com/shopping/tianjin154/1456323.html,https://dimg05.c-ctrip.com/images/100i0h0000008ozh49F44_C_220_140.jpg,5.0,天津滨海窦庄滨海机场T2航站楼8号门,22
泥人张（古文化街店）,天津,https://you.ctrip.com/shopping/tianjin154/1358016.html,https://dimg04.c-ctrip.com/images/01A4h120009oecd6c3BF9_C_220_140.jpg,4.6,天津市南开区鼓楼古文化街宫北11号,23
天津百货大楼(和平路),天津,https://you.ctrip.com/shopping/tianjin154/1358035.html,https://dimg04.c-ctrip.com/images/100h190000017x08jB177_C_220_140.jpg,4.2,天津市和平区和平路172号,24
甘特（天津机场店）,天津,https://you.ctrip.com/shopping/tianjin154/262433.html,https://dimg04.c-ctrip.com/images/100v0q000000glyzs9AC5_C_220_140.jpg,5.0,天津滨海国际机场航站楼2号门或3号门GANT专柜,25
果仁张(食品街),天津,https://you.ctrip.com/shopping/tianjin154/1358017.html,https://dimg04.c-ctrip.com/images/100j1h000001hqknr7429_C_220_140.jpg,4.8,天津市和平区南市食品街顺义街1区15号,26
和平路商业步行街,天津,https://you.ctrip.com/shopping/tianjin154/1358025.html,https://dimg04.c-ctrip.com/images/0106o120008c5hvoa44E8_C_220_140.jpg,4.7,天津市和平区和平路商业街,27
友谊新都市百货(狮子林大街店),天津,https://you.ctrip.com/shopping/tianjin154/1373605.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/A2/8C/CghzgFS1VsWAMT1SAACVGksA5i0693_C_220_140.jpg,4.6,狮子林大街200号(狮子林大街和翔纬路交叉口东北角),28
劝业场商场(和平路店),天津,https://you.ctrip.com/shopping/tianjin154/1373368.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M0B/A2/07/CghzgVS1VUKABsCIAADOHaVkcCA962_C_220_140.jpg,4.8,天津和平区 和平路290号(近滨江道),29
阳光新业广场(东丽店),天津,https://you.ctrip.com/shopping/tianjin154/1373570.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M0B/A2/3B/CghzgVS1Vo2AO6IhAADr42jYs2M250_C_220_140.jpg,4.4,天津滨海新区 二经路1号(近津塘公路),30
金元宝商厦,天津,https://you.ctrip.com/shopping/tianjin154/1373542.html,https://dimg07.c-ctrip.com/images/010321200095yds7hB7A7_C_220_140.jpg,4.5,解放路668号,31
友谊新天地广场,天津,https://you.ctrip.com/shopping/tianjin154/1373373.html,https://dimg02.c-ctrip.com/images/fd/tg/g1/M03/9C/1D/CghzflS1VUuAMuv3AADzAxcuryU466_C_220_140.jpg,4.8,滨江道208号（近河北路口）,32
